YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2015,891,149,504,Michigan St.,7,4,8,76
2015,890,148,522,Duke,1,1,8,66
2015,889,147,517,Gonzaga,2,8,8,52
2015,888,62,510,Kentucky,1,4,4,64
2015,887,61,471,Wisconsin,1,2,4,71
2015,886,60,504,Michigan St.,7,4,4,61
2015,885,59,522,Duke,1,1,4,81
2015,884,16,471,Wisconsin,1,2,2,63
2015,883,15,522,Duke,1,1,2,68
2014,882,1378,451,Florida,1,4,64,67
2014,881,1377,467,Albany,16,64,64,55
2014,880,1376,458,Colorado,8,64,64,48
2014,879,1375,421,Pittsburgh,9,32,64,77
2014,878,1374,408,VCU,5,64,64,75
2014,877,1373,415,Stephen F. Austin,12,32,64,77
2014,876,1372,409,UCLA,4,16,64,76
2014,875,1371,410,Tulsa,13,64,64,59
2014,874,1370,425,Ohio St.,6,64,64,59
2014,873,1369,455,Dayton,11,8,64,60
2014,872,1368,414,Syracuse,3,32,64,77
2014,871,1367,404,Western Michigan,14,64,64,53
2014,870,1366,431,New Mexico,7,64,64,53
2014,869,1365,416,Stanford,10,16,64,58
2014,868,1364,445,Kansas,2,32,64,80
2014,867,1363,452,Eastern Kentucky,15,64,64,69
2014,866,1362,406,Virginia,1,16,64,70
2014,865,1361,459,Coastal Carolina,16,64,64,59
2014,864,1360,438,Memphis,8,32,64,71
2014,863,1359,450,George Washington,9,64,64,66
2014,862,1358,460,Cincinnati,5,64,64,57
2014,861,1357,448,Harvard,12,32,64,61
2014,860,1356,435,Michigan St.,4,8,64,93
2014,859,1355,454,Delaware,13,64,64,78
2014,858,1354,429,North Carolina,6,32,64,79
2014,857,1353,420,Providence,11,64,64,77
2014,856,1352,446,Iowa St.,3,16,64,93
2014,855,1351,428,North Carolina Central,14,64,64,75
2014,854,1350,457,Connecticut,7,1,64,89
2014,853,1349,419,Saint Joseph's,10,64,64,81
2014,852,1348,407,Villanova,2,32,64,73
2014,851,1347,434,Milwaukee,15,64,64,53
2014,850,1346,465,Arizona,1,8,64,68
2014,849,1345,405,Weber St.,16,64,64,59
2014,848,1344,449,Gonzaga,8,32,64,85
2014,847,1343,423,Oklahoma St.,9,64,64,77
2014,846,1342,424,Oklahoma,5,64,64,75
2014,845,1341,426,North Dakota St.,12,32,64,80
2014,844,1340,417,San Diego St.,4,16,64,73
2014,843,1339,430,New Mexico St.,13,64,64,69
2014,842,1338,463,Baylor,6,16,64,74
2014,841,1337,432,Nebraska,11,64,64,60
2014,840,1336,456,Creighton,3,32,64,76
2014,839,1335,442,Louisiana Lafayette,14,64,64,66
2014,838,1334,422,Oregon,7,32,64,87
2014,837,1333,462,BYU,10,64,64,68
2014,836,1332,402,Wisconsin,2,4,64,75
2014,835,1331,466,American,15,64,64,35
2014,834,1330,403,Wichita St.,1,32,64,64
2014,833,1329,461,Cal Poly,16,64,64,37
2014,832,1328,443,Kentucky,8,2,64,56
2014,831,1327,444,Kansas St.,9,64,64,49
2014,830,1326,418,Saint Louis,5,32,64,83
2014,829,1325,427,North Carolina St.,12,64,64,80
2014,828,1324,441,Louisville,4,16,64,71
2014,827,1323,440,Manhattan,13,64,64,64
2014,826,1322,439,Massachusetts,6,64,64,67
2014,825,1321,413,Tennessee,11,16,64,86
2014,824,1320,453,Duke,3,64,64,71
2014,823,1319,437,Mercer,14,32,64,78
2014,822,1318,412,Texas,7,32,64,87
2014,821,1317,464,Arizona St.,10,64,64,85
2014,820,1316,436,Michigan,2,8,64,57
2014,819,1315,401,Wofford,15,64,64,40
2014,818,674,451,Florida,1,4,32,61
2014,817,673,421,Pittsburgh,9,32,32,45
2014,816,672,415,Stephen F. Austin,12,32,32,60
2014,815,671,409,UCLA,4,16,32,77
2014,814,670,455,Dayton,11,8,32,55
2014,813,669,414,Syracuse,3,32,32,53
2014,812,668,416,Stanford,10,16,32,60
2014,811,667,445,Kansas,2,32,32,57
2014,810,666,406,Virginia,1,16,32,78
2014,809,665,438,Memphis,8,32,32,60
2014,808,664,448,Harvard,12,32,32,73
2014,807,663,435,Michigan St.,4,8,32,80
2014,806,662,429,North Carolina,6,32,32,83
2014,805,661,446,Iowa St.,3,16,32,85
2014,804,660,457,Connecticut,7,1,32,77
2014,803,659,407,Villanova,2,32,32,65
2014,802,658,465,Arizona,1,8,32,84
2014,801,657,449,Gonzaga,8,32,32,61
2014,800,656,426,North Dakota St.,12,32,32,44
2014,799,655,417,San Diego St.,4,16,32,63
2014,798,654,463,Baylor,6,16,32,85
2014,797,653,456,Creighton,3,32,32,55
2014,796,652,422,Oregon,7,32,32,77
2014,795,651,402,Wisconsin,2,4,32,85
2014,794,650,403,Wichita St.,1,32,32,76
2014,793,649,443,Kentucky,8,2,32,78
2014,792,648,418,Saint Louis,5,32,32,51
2014,791,647,441,Louisville,4,16,32,66
2014,790,646,413,Tennessee,11,16,32,83
2014,789,645,437,Mercer,14,32,32,63
2014,788,644,412,Texas,7,32,32,65
2014,787,643,436,Michigan,2,8,32,79
2014,786,322,451,Florida,1,4,16,79
2014,785,321,409,UCLA,4,16,16,68
2014,784,320,455,Dayton,11,8,16,82
2014,783,319,416,Stanford,10,16,16,72
2014,782,318,406,Virginia,1,16,16,59
2014,781,317,435,Michigan St.,4,8,16,61
2014,780,316,446,Iowa St.,3,16,16,76
2014,779,315,457,Connecticut,7,1,16,81
2014,778,314,465,Arizona,1,8,16,70
2014,777,313,417,San Diego St.,4,16,16,64
2014,776,312,463,Baylor,6,16,16,52
2014,775,311,402,Wisconsin,2,4,16,69
2014,774,310,443,Kentucky,8,2,16,74
2014,773,309,441,Louisville,4,16,16,69
2014,772,308,413,Tennessee,11,16,16,71
2014,771,307,436,Michigan,2,8,16,73
2014,770,146,451,Florida,1,4,8,62
2014,769,145,455,Dayton,11,8,8,52
2014,768,144,435,Michigan St.,4,8,8,54
2014,767,143,457,Connecticut,7,1,8,60
2014,766,142,465,Arizona,1,8,8,63
2014,765,141,402,Wisconsin,2,4,8,64
2014,764,140,443,Kentucky,8,2,8,75
2014,763,139,436,Michigan,2,8,8,72
2014,762,58,451,Florida,1,4,4,53
2014,761,57,457,Connecticut,7,1,4,63
2014,760,56,402,Wisconsin,2,4,4,73
2014,759,55,443,Kentucky,8,2,4,74
2014,758,14,457,Connecticut,7,1,2,60
2014,757,13,443,Kentucky,8,2,2,54
2013,756,1314,370,Louisville,1,1,64,79
2013,755,1313,356,North Carolina A&T,16,64,64,48
2013,754,1312,389,Colorado St.,8,32,64,84
2013,753,1311,361,Missouri,9,64,64,72
2013,752,1310,350,Oklahoma St.,5,64,64,55
2013,751,1309,349,Oregon,12,16,64,68
2013,750,1308,346,Saint Louis,4,32,64,64
2013,749,1307,358,New Mexico St.,13,64,64,44
2013,748,1306,368,Memphis,6,32,64,54
2013,747,1305,345,Saint Mary's,11,64,64,52
2013,746,1304,365,Michigan St.,3,16,64,65
2013,745,1303,337,Valparaiso,14,64,64,54
2013,744,1302,388,Creighton,7,32,64,67
2013,743,1301,391,Cincinnati,10,64,64,63
2013,742,1300,386,Duke,2,8,64,73
2013,741,1299,398,Albany,15,64,64,61
2013,740,1298,382,Gonzaga,1,32,64,64
2013,739,1297,342,Southern,16,64,64,58
2013,738,1296,347,Pittsburgh,8,64,64,55
2013,737,1295,333,Wichita St.,9,4,64,73
2013,736,1294,332,Wisconsin,5,64,64,46
2013,735,1293,362,Mississippi,12,32,64,57
2013,734,1292,374,Kansas St.,4,64,64,61
2013,733,1291,373,La Salle,13,16,64,63
2013,732,1290,397,Arizona,6,16,64,81
2013,731,1289,396,Belmont,11,64,64,64
2013,730,1288,359,New Mexico,3,64,64,62
2013,729,1287,381,Harvard,14,32,64,68
2013,728,1286,353,Notre Dame,7,64,64,58
2013,727,1285,377,Iowa St.,10,32,64,76
2013,726,1284,352,Ohio St.,2,8,64,95
2013,725,1283,378,Iona,15,64,64,70
2013,724,1282,375,Kansas,1,16,64,64
2013,723,1281,334,Western Kentucky,16,64,64,57
2013,722,1280,357,North Carolina,8,32,64,78
2013,721,1279,335,Villanova,9,64,64,71
2013,720,1278,336,VCU,5,32,64,88
2013,719,1277,399,Akron,12,64,64,42
2013,718,1276,366,Michigan,4,2,64,71
2013,717,1275,343,South Dakota St.,13,64,64,56
2013,716,1274,339,UCLA,6,64,64,63
2013,715,1273,363,Minnesota,11,32,64,83
2013,714,1272,385,Florida,3,8,64,79
2013,713,1271,354,Northwestern St.,14,64,64,47
2013,712,1270,344,San Diego St.,7,32,64,70
2013,711,1269,351,Oklahoma,10,64,64,55
2013,710,1268,383,Georgetown,2,64,64,68
2013,709,1267,384,Florida Gulf Coast,15,16,64,78
2013,708,1266,379,Indiana,1,16,64,83
2013,707,1265,376,James Madison,16,64,64,62
2013,706,1264,355,North Carolina St.,8,64,64,72
2013,705,1263,340,Temple,9,32,64,76
2013,704,1262,338,UNLV,5,64,64,61
2013,703,1261,392,California,12,32,64,64
2013,702,1260,341,Syracuse,4,4,64,81
2013,701,1259,360,Montana,13,64,64,34
2013,700,1258,393,Butler,6,32,64,68
2013,699,1257,394,Bucknell,11,64,64,56
2013,698,1256,369,Marquette,3,8,64,59
2013,697,1255,387,Davidson,14,64,64,58
2013,696,1254,380,Illinois,7,32,64,57
2013,695,1253,390,Colorado,10,64,64,49
2013,694,1252,367,Miami FL,2,16,64,78
2013,693,1251,348,Pacific,15,64,64,49
2013,692,642,370,Louisville,1,1,32,82
2013,691,641,389,Colorado St.,8,32,32,56
2013,690,640,349,Oregon,12,16,32,74
2013,689,639,346,Saint Louis,4,32,32,57
2013,688,638,368,Memphis,6,32,32,48
2013,687,637,365,Michigan St.,3,16,32,70
2013,686,636,388,Creighton,7,32,32,50
2013,685,635,386,Duke,2,8,32,66
2013,684,634,382,Gonzaga,1,32,32,70
2013,683,633,333,Wichita St.,9,4,32,76
2013,682,632,362,Mississippi,12,32,32,74
2013,681,631,373,La Salle,13,16,32,76
2013,680,630,397,Arizona,6,16,32,74
2013,679,629,381,Harvard,14,32,32,51
2013,678,628,377,Iowa St.,10,32,32,75
2013,677,627,352,Ohio St.,2,8,32,78
2013,676,626,375,Kansas,1,16,32,70
2013,675,625,357,North Carolina,8,32,32,58
2013,674,624,336,VCU,5,32,32,53
2013,673,623,366,Michigan,4,2,32,78
2013,672,622,363,Minnesota,11,32,32,64
2013,671,621,385,Florida,3,8,32,78
2013,670,620,344,San Diego St.,7,32,32,71
2013,669,619,384,Florida Gulf Coast,15,16,32,81
2013,668,618,379,Indiana,1,16,32,58
2013,667,617,340,Temple,9,32,32,52
2013,666,616,392,California,12,32,32,60
2013,665,615,341,Syracuse,4,4,32,66
2013,664,614,393,Butler,6,32,32,72
2013,663,613,369,Marquette,3,8,32,74
2013,662,612,380,Illinois,7,32,32,59
2013,661,611,367,Miami FL,2,16,32,63
2013,660,306,370,Louisville,1,1,16,77
2013,659,305,349,Oregon,12,16,16,69
2013,658,304,365,Michigan St.,3,16,16,61
2013,657,303,386,Duke,2,8,16,71
2013,656,302,333,Wichita St.,9,4,16,72
2013,655,301,373,La Salle,13,16,16,58
2013,654,300,397,Arizona,6,16,16,70
2013,653,299,352,Ohio St.,2,8,16,73
2013,652,298,375,Kansas,1,16,16,85
2013,651,297,366,Michigan,4,2,16,87
2013,650,296,385,Florida,3,8,16,62
2013,649,295,384,Florida Gulf Coast,15,16,16,50
2013,648,294,379,Indiana,1,16,16,50
2013,647,293,341,Syracuse,4,4,16,61
2013,646,292,369,Marquette,3,8,16,71
2013,645,291,367,Miami FL,2,16,16,61
2013,644,138,370,Louisville,1,1,8,85
2013,643,137,386,Duke,2,8,8,63
2013,642,136,333,Wichita St.,9,4,8,70
2013,641,135,352,Ohio St.,2,8,8,66
2013,640,134,366,Michigan,4,2,8,79
2013,639,133,385,Florida,3,8,8,59
2013,638,132,341,Syracuse,4,4,8,55
2013,637,131,369,Marquette,3,8,8,39
2013,636,54,370,Louisville,1,1,4,72
2013,635,53,333,Wichita St.,9,4,4,68
2013,634,52,366,Michigan,4,2,4,61
2013,633,51,341,Syracuse,4,4,4,56
2013,632,12,370,Louisville,1,1,2,82
2013,631,11,366,Michigan,4,2,2,76
2012,630,1250,308,Kentucky,1,1,64,81
2012,629,1249,267,Western Kentucky,16,64,64,66
2012,628,1248,311,Iowa St.,8,32,64,77
2012,627,1247,323,Connecticut,9,64,64,64
2012,626,1246,266,Wichita St.,5,64,64,59
2012,625,1245,271,VCU,12,32,64,62
2012,624,1244,313,Indiana,4,16,64,79
2012,623,1243,292,New Mexico St.,13,64,64,66
2012,622,1242,273,UNLV,6,64,64,64
2012,621,1241,325,Colorado,11,32,64,68
2012,620,1240,330,Baylor,3,8,64,68
2012,619,1239,281,South Dakota St.,14,64,64,60
2012,618,1238,288,Notre Dame,7,64,64,63
2012,617,1237,264,Xavier,10,16,64,67
2012,616,1236,319,Duke,2,64,64,70
2012,615,1235,306,Lehigh,15,32,64,75
2012,614,1234,298,Michigan St.,1,16,64,89
2012,613,1233,305,LIU Brooklyn,16,64,64,67
2012,612,1232,300,Memphis,8,64,64,54
2012,611,1231,284,Saint Louis,9,32,64,61
2012,610,1230,293,New Mexico,5,32,64,75
2012,609,1229,304,Long Beach St.,12,64,64,68
2012,608,1228,303,Louisville,4,4,64,69
2012,607,1227,321,Davidson,13,64,64,62
2012,606,1226,294,Murray St.,6,32,64,58
2012,605,1225,324,Colorado St.,11,64,64,41
2012,604,1224,301,Marquette,3,16,64,88
2012,603,1223,328,BYU,14,64,64,68
2012,602,1222,318,Florida,7,8,64,71
2012,601,1221,269,Virginia,10,64,64,45
2012,600,1220,296,Missouri,2,64,64,84
2012,599,1219,291,Norfolk St.,15,32,64,86
2012,598,1218,277,Syracuse,1,8,64,72
2012,597,1217,274,UNC Asheville,16,64,64,65
2012,596,1216,309,Kansas St.,8,32,64,70
2012,595,1215,279,Southern Miss,9,64,64,64
2012,594,1214,272,Vanderbilt,5,32,64,79
2012,593,1213,314,Harvard,12,64,64,70
2012,592,1212,265,Wisconsin,4,16,64,73
2012,591,1211,295,Montana,13,64,64,49
2012,590,1210,326,Cincinnati,6,16,64,65
2012,589,1209,275,Texas,11,64,64,59
2012,588,1208,317,Florida St.,3,32,64,66
2012,587,1207,278,St. Bonaventure,14,64,64,63
2012,586,1206,315,Gonzaga,7,32,64,77
2012,585,1205,268,West Virginia,10,64,64,54
2012,584,1204,286,Ohio St.,2,4,64,78
2012,583,1203,302,Loyola MD,15,64,64,59
2012,582,1202,290,North Carolina,1,8,64,77
2012,581,1201,270,Vermont,16,64,64,58
2012,580,1200,322,Creighton,8,32,64,58
2012,579,1199,331,Alabama,9,64,64,57
2012,578,1198,276,Temple,5,64,64,44
2012,577,1197,280,South Florida,12,32,64,58
2012,576,1196,299,Michigan,4,64,64,60
2012,575,1195,287,Ohio,13,16,64,65
2012,574,1194,282,San Diego St.,6,64,64,65
2012,573,1193,289,North Carolina St.,11,16,64,79
2012,572,1192,316,Georgetown,3,32,64,74
2012,571,1191,329,Belmont,14,64,64,59
2012,570,1190,283,Saint Mary's,7,64,64,69
2012,569,1189,285,Purdue,10,32,64,72
2012,568,1188,310,Kansas,2,2,64,65
2012,567,1187,320,Detroit,15,64,64,50
2012,566,610,308,Kentucky,1,1,32,87
2012,565,609,311,Iowa St.,8,32,32,71
2012,564,608,271,VCU,12,32,32,61
2012,563,607,313,Indiana,4,16,32,63
2012,562,606,325,Colorado,11,32,32,63
2012,561,605,330,Baylor,3,8,32,80
2012,560,604,264,Xavier,10,16,32,70
2012,559,603,306,Lehigh,15,32,32,58
2012,558,602,298,Michigan St.,1,16,32,65
2012,557,601,284,Saint Louis,9,32,32,61
2012,556,600,293,New Mexico,5,32,32,56
2012,555,599,303,Louisville,4,4,32,59
2012,554,598,294,Murray St.,6,32,32,53
2012,553,597,301,Marquette,3,16,32,62
2012,552,596,318,Florida,7,8,32,84
2012,551,595,291,Norfolk St.,15,32,32,50
2012,550,594,277,Syracuse,1,8,32,75
2012,549,593,309,Kansas St.,8,32,32,59
2012,548,592,272,Vanderbilt,5,32,32,57
2012,547,591,265,Wisconsin,4,16,32,60
2012,546,590,326,Cincinnati,6,16,32,62
2012,545,589,317,Florida St.,3,32,32,56
2012,544,588,315,Gonzaga,7,32,32,66
2012,543,587,286,Ohio St.,2,4,32,73
2012,542,586,290,North Carolina,1,8,32,87
2012,541,585,322,Creighton,8,32,32,73
2012,540,584,280,South Florida,12,32,32,56
2012,539,583,287,Ohio,13,16,32,62
2012,538,582,289,North Carolina St.,11,16,32,66
2012,537,581,316,Georgetown,3,32,32,63
2012,536,580,285,Purdue,10,32,32,60
2012,535,579,310,Kansas,2,2,32,63
2012,534,290,308,Kentucky,1,1,16,102
2012,533,289,313,Indiana,4,16,16,90
2012,532,288,330,Baylor,3,8,16,75
2012,531,287,264,Xavier,10,16,16,70
2012,530,286,298,Michigan St.,1,16,16,44
2012,529,285,303,Louisville,4,4,16,57
2012,528,284,301,Marquette,3,16,16,58
2012,527,283,318,Florida,7,8,16,68
2012,526,282,277,Syracuse,1,8,16,64
2012,525,281,265,Wisconsin,4,16,16,63
2012,524,280,326,Cincinnati,6,16,16,66
2012,523,279,286,Ohio St.,2,4,16,81
2012,522,278,290,North Carolina,1,8,16,73
2012,521,277,287,Ohio,13,16,16,65
2012,520,276,289,North Carolina St.,11,16,16,57
2012,519,275,310,Kansas,2,2,16,60
2012,518,130,308,Kentucky,1,1,8,82
2012,517,129,330,Baylor,3,8,8,70
2012,516,128,303,Louisville,4,4,8,72
2012,515,127,318,Florida,7,8,8,68
2012,514,126,277,Syracuse,1,8,8,70
2012,513,125,286,Ohio St.,2,4,8,77
2012,512,124,290,North Carolina,1,8,8,67
2012,511,123,310,Kansas,2,2,8,80
2012,510,50,308,Kentucky,1,1,4,69
2012,509,49,303,Louisville,4,4,4,61
2012,508,48,286,Ohio St.,2,4,4,62
2012,507,47,310,Kansas,2,2,4,64
2012,506,10,308,Kentucky,1,1,2,67
2012,505,9,310,Kansas,2,2,2,59
2011,504,1186,226,Ohio St.,1,16,64,75
2011,503,1185,204,UTSA,16,64,64,46
2011,502,1184,249,George Mason,8,32,64,61
2011,501,1183,201,Villanova,9,64,64,57
2011,500,1182,199,West Virginia,5,32,64,84
2011,499,1181,254,Clemson,12,64,64,76
2011,498,1180,240,Kentucky,4,4,64,59
2011,497,1179,222,Princeton,13,64,64,57
2011,496,1178,196,Xavier,6,64,64,55
2011,495,1177,236,Marquette,11,16,64,66
2011,494,1176,216,Syracuse,3,32,64,77
2011,493,1175,243,Indiana St.,14,64,64,60
2011,492,1174,200,Washington,7,32,64,68
2011,491,1173,247,Georgia,10,64,64,65
2011,490,1172,230,North Carolina,2,8,64,102
2011,489,1171,238,LIU Brooklyn,15,64,64,87
2011,488,1170,252,Duke,1,16,64,87
2011,487,1169,245,Hampton,16,64,64,45
2011,486,1168,234,Michigan,8,32,64,75
2011,485,1167,214,Tennessee,9,64,64,45
2011,484,1166,261,Arizona,5,8,64,77
2011,483,1165,235,Memphis,12,64,64,75
2011,482,1164,213,Texas,4,32,64,85
2011,481,1163,227,Oakland,13,64,64,81
2011,480,1162,255,Cincinnati,6,32,64,78
2011,479,1161,232,Missouri,11,64,64,63
2011,478,1160,253,Connecticut,3,1,64,81
2011,477,1159,258,Bucknell,14,64,64,52
2011,476,1158,215,Temple,7,32,64,66
2011,475,1157,224,Penn St.,10,64,64,64
2011,474,1156,218,San Diego St.,2,16,64,68
2011,473,1155,229,Northern Colorado,15,64,64,50
2011,472,1154,242,Kansas,1,8,64,72
2011,471,1153,259,Boston University,16,64,64,53
2011,470,1152,207,UNLV,8,64,64,62
2011,469,1151,244,Illinois,9,32,64,73
2011,468,1150,203,Vanderbilt,5,64,64,66
2011,467,1149,220,Richmond,12,16,64,69
2011,466,1148,237,Louisville,4,64,64,61
2011,465,1147,231,Morehead St.,13,32,64,62
2011,464,1146,248,Georgetown,6,64,64,56
2011,463,1145,202,VCU,11,4,64,74
2011,462,1144,221,Purdue,3,32,64,65
2011,461,1143,219,Saint Peter's,14,64,64,43
2011,460,1142,212,Texas A&M,7,64,64,50
2011,459,1141,250,Florida St.,10,16,64,57
2011,458,1140,228,Notre Dame,2,32,64,69
2011,457,1139,263,Akron,15,64,64,56
2011,456,1138,223,Pittsburgh,1,32,64,74
2011,455,1137,208,UNC Asheville,16,64,64,51
2011,454,1136,257,Butler,8,2,64,60
2011,453,1135,225,Old Dominion,9,64,64,58
2011,452,1134,241,Kansas St.,5,32,64,73
2011,451,1133,205,Utah St.,12,64,64,68
2011,450,1132,198,Wisconsin,4,16,64,72
2011,449,1131,260,Belmont,13,64,64,58
2011,448,1130,217,St. John's,6,64,64,71
2011,447,1129,246,Gonzaga,11,32,64,86
2011,446,1128,256,BYU,3,16,64,74
2011,445,1127,197,Wofford,14,64,64,66
2011,444,1126,209,UCLA,7,32,64,78
2011,443,1125,233,Michigan St.,10,64,64,76
2011,442,1124,251,Florida,2,8,64,79
2011,441,1123,210,UC Santa Barbara,15,64,64,51
2011,440,578,226,Ohio St.,1,16,32,98
2011,439,577,249,George Mason,8,32,32,66
2011,438,576,199,West Virginia,5,32,32,63
2011,437,575,240,Kentucky,4,4,32,71
2011,436,574,236,Marquette,11,16,32,66
2011,435,573,216,Syracuse,3,32,32,62
2011,434,572,200,Washington,7,32,32,83
2011,433,571,230,North Carolina,2,8,32,86
2011,432,570,252,Duke,1,16,32,73
2011,431,569,234,Michigan,8,32,32,71
2011,430,568,261,Arizona,5,8,32,70
2011,429,567,213,Texas,4,32,32,69
2011,428,566,255,Cincinnati,6,32,32,58
2011,427,565,253,Connecticut,3,1,32,69
2011,426,564,215,Temple,7,32,32,64
2011,425,563,218,San Diego St.,2,16,32,71
2011,424,562,242,Kansas,1,8,32,73
2011,423,561,244,Illinois,9,32,32,59
2011,422,560,220,Richmond,12,16,32,65
2011,421,559,231,Morehead St.,13,32,32,48
2011,420,558,202,VCU,11,4,32,94
2011,419,557,221,Purdue,3,32,32,76
2011,418,556,250,Florida St.,10,16,32,71
2011,417,555,228,Notre Dame,2,32,32,57
2011,416,554,223,Pittsburgh,1,32,32,70
2011,415,553,257,Butler,8,2,32,71
2011,414,552,241,Kansas St.,5,32,32,65
2011,413,551,198,Wisconsin,4,16,32,70
2011,412,550,246,Gonzaga,11,32,32,67
2011,411,549,256,BYU,3,16,32,89
2011,410,548,209,UCLA,7,32,32,65
2011,409,547,251,Florida,2,8,32,73
2011,408,274,226,Ohio St.,1,16,16,60
2011,407,273,240,Kentucky,4,4,16,62
2011,406,272,236,Marquette,11,16,16,63
2011,405,271,230,North Carolina,2,8,16,81
2011,404,270,252,Duke,1,16,16,77
2011,403,269,261,Arizona,5,8,16,93
2011,402,268,253,Connecticut,3,1,16,74
2011,401,267,218,San Diego St.,2,16,16,67
2011,400,266,242,Kansas,1,8,16,77
2011,399,265,220,Richmond,12,16,16,57
2011,398,264,202,VCU,11,4,16,72
2011,397,263,250,Florida St.,10,16,16,71
2011,396,262,257,Butler,8,2,16,61
2011,395,261,198,Wisconsin,4,16,16,54
2011,394,260,256,BYU,3,16,16,74
2011,393,259,251,Florida,2,8,16,83
2011,392,122,240,Kentucky,4,4,8,76
2011,391,121,230,North Carolina,2,8,8,69
2011,390,120,261,Arizona,5,8,8,63
2011,389,119,253,Connecticut,3,1,8,65
2011,388,118,242,Kansas,1,8,8,61
2011,387,117,202,VCU,11,4,8,71
2011,386,116,257,Butler,8,2,8,74
2011,385,115,251,Florida,2,8,8,71
2011,384,46,240,Kentucky,4,4,4,55
2011,383,45,253,Connecticut,3,1,4,56
2011,382,44,202,VCU,11,4,4,62
2011,381,43,257,Butler,8,2,4,70
2011,380,8,253,Connecticut,3,1,2,53
2011,379,7,257,Butler,8,2,2,41
2010,378,1122,180,Kansas,1,32,64,90
2010,377,1121,177,Lehigh,16,64,64,74
2010,376,1120,143,UNLV,8,64,64,66
2010,375,1119,164,Northern Iowa,9,16,64,69
2010,374,1118,173,Michigan St.,5,4,64,70
2010,373,1117,166,New Mexico St.,12,64,64,67
2010,372,1116,174,Maryland,4,32,64,89
2010,371,1115,181,Houston,13,64,64,77
2010,370,1114,147,Tennessee,6,8,64,62
2010,369,1113,151,San Diego St.,11,64,64,59
2010,368,1112,184,Georgetown,3,64,64,83
2010,367,1111,161,Ohio,14,32,64,97
2010,366,1110,159,Oklahoma St.,7,64,64,59
2010,365,1109,183,Georgia Tech,10,32,64,64
2010,364,1108,160,Ohio St.,2,16,64,68
2010,363,1107,144,UC Santa Barbara,15,64,64,51
2010,362,1106,149,Syracuse,1,16,64,79
2010,361,1105,139,Vermont,16,64,64,56
2010,360,1104,182,Gonzaga,8,32,64,67
2010,359,1103,185,Florida St.,9,64,64,60
2010,358,1102,193,Butler,5,2,64,77
2010,357,1101,141,UTEP,12,64,64,59
2010,356,1100,140,Vanderbilt,4,64,64,65
2010,355,1099,168,Murray St.,13,32,64,66
2010,354,1098,131,Xavier,6,16,64,65
2010,353,1097,172,Minnesota,11,64,64,54
2010,352,1096,157,Pittsburgh,3,32,64,89
2010,351,1095,162,Oakland,14,64,64,66
2010,350,1094,192,BYU,7,32,64,99
2010,349,1093,186,Florida,10,64,64,92
2010,348,1092,179,Kansas St.,2,8,64,82
2010,347,1091,165,North Texas,15,64,64,62
2010,346,1090,178,Kentucky,1,8,64,100
2010,345,1089,187,East Tennessee St.,16,64,64,71
2010,344,1088,146,Texas,8,64,64,80
2010,343,1087,137,Wake Forest,9,32,64,81
2010,342,1086,148,Temple,5,64,64,65
2010,341,1085,189,Cornell,12,16,64,78
2010,340,1084,133,Wisconsin,4,32,64,53
2010,339,1083,132,Wofford,13,64,64,49
2010,338,1082,175,Marquette,6,64,64,78
2010,337,1081,136,Washington,11,16,64,80
2010,336,1080,167,New Mexico,3,32,64,62
2010,335,1079,170,Montana,14,64,64,57
2010,334,1078,190,Clemson,7,64,64,78
2010,333,1077,171,Missouri,10,32,64,86
2010,332,1076,135,West Virginia,2,4,64,77
2010,331,1075,169,Morgan St.,15,64,64,50
2010,330,1074,188,Duke,1,1,64,73
2010,329,1073,195,Arkansas Pine Bluff,16,64,64,44
2010,328,1072,191,California,8,32,64,77
2010,327,1071,176,Louisville,9,64,64,62
2010,326,1070,145,Texas A&M,5,32,64,69
2010,325,1069,142,Utah St.,12,64,64,53
2010,324,1068,156,Purdue,4,16,64,72
2010,323,1067,150,Siena,13,64,64,64
2010,322,1066,163,Notre Dame,6,64,64,50
2010,321,1065,158,Old Dominion,11,32,64,51
2010,320,1064,194,Baylor,3,8,64,68
2010,319,1063,152,Sam Houston St.,14,64,64,59
2010,318,1062,155,Richmond,7,64,64,71
2010,317,1061,153,Saint Mary's,10,16,64,80
2010,316,1060,138,Villanova,2,32,64,73
2010,315,1059,154,Robert Morris,15,64,64,70
2010,314,546,180,Kansas,1,32,32,67
2010,313,545,164,Northern Iowa,9,16,32,69
2010,312,544,173,Michigan St.,5,4,32,85
2010,311,543,174,Maryland,4,32,32,83
2010,310,542,147,Tennessee,6,8,32,83
2010,309,541,161,Ohio,14,32,32,68
2010,308,540,183,Georgia Tech,10,32,32,66
2010,307,539,160,Ohio St.,2,16,32,75
2010,306,538,149,Syracuse,1,16,32,87
2010,305,537,182,Gonzaga,8,32,32,65
2010,304,536,193,Butler,5,2,32,54
2010,303,535,168,Murray St.,13,32,32,52
2010,302,534,131,Xavier,6,16,32,71
2010,301,533,157,Pittsburgh,3,32,32,68
2010,300,532,192,BYU,7,32,32,72
2010,299,531,179,Kansas St.,2,8,32,84
2010,298,530,178,Kentucky,1,8,32,90
2010,297,529,137,Wake Forest,9,32,32,60
2010,296,528,189,Cornell,12,16,32,87
